2d4cf061-8211-47b0-9f03-6db082901048,1430544,Random INCOME for FOOD,FOOD,2024-07-04T20:51:10.345578Z,2024-07-04T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
e7314560-b88a-4c75-b987-fc61c4d95f0a,1427954,Random INCOME for OTHERS,OTHERS,2024-04-28T20:51:10.345578Z,2024-04-28T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
40e7aac4-3131-4fb6-9143-e5c614f5543a,1177435,Random EXPENSE for OTHERS,OTHERS,2024-11-14T20:51:10.345578Z,2024-11-14T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
d540c5b5-bf65-4516-8847-15c8089a084f,2421617,Random EXPENSE for INSURANCE,INSURANCE,2024-05-11T20:51:10.345578Z,2024-05-11T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
9f154d14-accc-4cbb-bdcf-459a019ab6aa,2131324,Random EXPENSE for HOME,HOME,2024-01-08T20:51:10.345578Z,2024-01-08T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
57f71861-c454-4d64-8a40-a1bb91459153,1898590,Random INCOME for BUSINESS,BUSINESS,2024-02-18T20:51:10.345578Z,2024-02-18T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
d650ff70-bc39-4a9e-8ac8-175691e94fee,651693,Random EXPENSE for BANKING_COMMITMENTS,BANKING_COMMITMENTS,2024-03-08T20:51:10.345578Z,2024-03-08T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
5a28dad3-96a9-42ac-80af-40d51eb15f5b,920556,Random EXPENSE for PETS,PETS,2024-06-29T20:51:10.345578Z,2024-06-29T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
eb342a9f-00a9-42b0-9543-8daf817b5755,2536155,Random INCOME for TRANSPORT,TRANSPORT,2024-05-23T20:51:10.345578Z,2024-05-23T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
5903501c-3dc0-43ce-9ca3-2898fb263728,225008,Random EXPENSE for FOOD,FOOD,2024-07-31T20:51:10.345578Z,2024-07-31T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
218b06e9-4abc-44db-8b41-9e564f089672,540398,Random INCOME for BUSINESS,BUSINESS,2023-11-22T20:51:10.345578Z,2023-11-22T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
f292c224-970c-42bb-ab3d-d9fa10368f8f,490030,Random INCOME for TECHNOLOGY,TECHNOLOGY,2024-09-18T20:51:10.345578Z,2024-09-18T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
84c3524f-84d4-4b2d-9177-b6f55b4d90c1,1263069,Random INCOME for TRIPS,TRIPS,2024-08-11T20:51:10.345578Z,2024-08-11T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
a692175c-3474-4189-8a0b-ef3ece2f7efc,1752727,Random EXPENSE for HEALTH_AND_WELLNESS,HEALTH_AND_WELLNESS,2024-02-15T20:51:10.345578Z,2024-02-15T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
9b705cf7-68ad-4081-a641-db52ef644fbf,783014,Random EXPENSE for HEALTH_AND_WELLNESS,HEALTH_AND_WELLNESS,2024-02-09T20:51:10.345578Z,2024-02-09T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
76a07295-8e40-40da-bb1d-6b2d948a5553,784425,Random EXPENSE for TAXES,TAXES,2024-10-19T20:51:10.345578Z,2024-10-19T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
b19677b1-b99e-48c2-b700-c44855ff78e3,2537756,Random INCOME for TAXES,TAXES,2023-11-21T20:51:10.345578Z,2023-11-21T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
738dee76-7b3b-4e76-a4c8-c4c8839cc8ad,2372893,Random INCOME for BUSINESS,BUSINESS,2024-03-12T20:51:10.345578Z,2024-03-12T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
a47e07e3-b6f1-4b36-bd87-5b3b92f7f56b,2145916,Random INCOME for FASHION,FASHION,2024-03-22T20:51:10.345578Z,2024-03-22T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
35d78754-0e20-4fb5-b3e9-2faae4de21de,1004511,Random INCOME for HEALTH_AND_WELLNESS,HEALTH_AND_WELLNESS,2024-06-24T20:51:10.345578Z,2024-06-24T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
9118a005-2fcd-4b92-ba47-38f3465c025f,1910719,Random EXPENSE for TRIPS,TRIPS,2024-10-10T20:51:10.345578Z,2024-10-10T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
61c4acfb-179d-4d5d-9ac8-988d9dd30b98,878973,Random INCOME for HEALTH_AND_WELLNESS,HEALTH_AND_WELLNESS,2024-08-04T20:51:10.345578Z,2024-08-04T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
ed527723-5ebe-4e6c-9910-e37674acc508,932976,Random INCOME for OTHERS,OTHERS,2024-02-25T20:51:10.345578Z,2024-02-25T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
0e4f886c-9978-4e61-9c7b-73e88185ffe6,2947489,Random INCOME for EDUCATION,EDUCATION,2024-06-22T20:51:10.345578Z,2024-06-22T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
7a6bd7bc-198a-4be4-addf-c388dd5eff18,308302,Random EXPENSE for TRIPS,TRIPS,2024-04-06T20:51:10.345578Z,2024-04-06T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
3e6f57a9-e956-4bc6-9286-4d783c773168,2233589,Random EXPENSE for HOME,HOME,2024-09-05T20:51:10.345578Z,2024-09-05T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
19c0c921-5213-4412-8d9d-630df9126dcf,129047,Random INCOME for FASHION,FASHION,2024-06-13T20:51:10.345578Z,2024-06-13T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,INCOME
63e8988f-2824-42d9-af84-64142fa11a53,1960423,Random EXPENSE for TRANSPORT,TRANSPORT,2024-04-09T20:51:10.345578Z,2024-04-09T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
ec9de84d-aa3e-4fd6-abe6-c6e8f3ef91fa,1858843,Random EXPENSE for INSURANCE,INSURANCE,2023-11-19T20:51:10.345578Z,2023-11-19T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
0640dc22-49f0-4df1-99ce-66eb44f7ebba,313798,Random EXPENSE for HOME,HOME,2024-09-12T20:51:10.345578Z,2024-09-12T20:51:10.345578Z,aa0cfd13-398a-4482-bbfc-850fee4bade5,EXPENSE
